26.75	22.15	1
29.8	22.15	1
31.55	21.1	1
27.7	20.85	1
29.9	19.95	1
26.8	19.05	1
28.35	18.25	1
30.4	17.85	1
27.25	16.7	1
29.05	16	1
27.15	14.85	1
28.2	13.95	1
30.35	13.85	1
27.25	11.95	1
29.45	12.05	1
31.55	12.2	1
33.05	10.65	1
29.95	9.85	1
28	9.75	1
27.15	7.85	1
29.15	8.1	1
31.95	8.6	1
34.7	8.55	1
34.8	12.25	1
36.3	15.25	1
36.6	13.2	1
38.7	14.25	1
40.3	15.5	1
42.25	14.25	1
40.7	12.8	1
38.6	12.1	1
36.1	10.5	1
38.35	10.4	1
37.65	8.4	1
40.15	8.55	1
40.8	10.65	1
42.9	11.25	1
41.95	8.5	1
42.45	17.45	1
40.25	18.45	1
42.55	19.45	1
40.95	20.65	1
42.25	22.15	1
38.85	22.4	1
38.4	20	1
35.25	20.2	1
33.25	21	1
34.15	22.35	1
35.55	22.5	1
36.55	21.4	1
33.35	19.6	2
32.85	19.55	2
32.4	19.15	2
32.45	18.7	2
32.8	18.9	2
33.2	19.2	2
33.7	19.05	2
33.4	18.75	2
33.05	18.5	2
32.8	18.2	2
34	18.7	2
33.85	18.25	2
33.35	18.15	2
32.8	17.7	2
33.15	17.55	2
33.75	17.75	2
34.15	17.85	2
34.35	18.35	2
34.95	18.5	2
34.75	18.05	2
35.15	18.05	2
35.65	18.15	2
35.45	18.7	2
36.05	18.75	2
36.25	18.2	2
36.6	18.7	2
37.1	18.5	2
36.75	18.1	2
37.65	18.3	2
37.15	17.85	2
37.65	17.75	2
38.05	18.1	2
38.45	17.7	2
38.8	17.3	2
38.2	17.25	2
38.6	16.8	2
38.25	16.35	2
37.9	16.85	2
37.5	17.3	2
37.65	16.4	2
37.15	16.7	2
37	17.15	2
36.6	17.4	2
36.15	17.55	2
35.75	17.65	2
36.6	16.9	2
36.05	16.95	2
35.45	17	2
35.3	17.55	2
34.9	17	2
34.75	17.45	2
34.3	17.35	2
34.3	16.8	2
33.9	17.2	2
33.35	17.05	2
32.85	16.95	2
33.55	16.6	2
34	16.4	2
32.45	17.2	2
32.1	16.85	2
31.7	16.65	2
31.2	16.35	2
30.95	15.75	2
31.15	15.35	2
31.45	15.1	2
31.75	14.7	2
32.15	14.35	2
32.65	14.15	2
33.15	14.05	2
33.8	13.9	2
34.35	14.2	2
34.3	14.85	2
34.05	15.35	2
33.9	15.95	2
33.35	16.05	2
33	16.5	2
32.45	16.6	2
31.95	16.25	2
31.5	15.85	2
31.75	15.4	2
32.15	15.8	2
32.55	16.1	2
32.9	15.7	2
32.55	15.4	2
32.05	15.2	2
32.5	14.8	2
33	15.25	2
33.5	15.6	2
33.6	15.05	2
32.9	14.7	2
33.3	14.5	2
33.8	14.5	2
9.2	22.35	3
10.9	22.35	3
12.45	22.3	3
13.95	22.05	3
14.65	20.3	3
13.15	20.8	3
11.6	20.95	3
10.25	21.25	3
9.2	20.8	3
8.05	21.55	3
7.15	19.9	3
8.55	20	3
8.5	19.2	3
7.35	18.3	3
8.25	16.65	3
8.95	18	3
9.6	18.85	3
9.65	19.75	3
10.2	20.25	3
10.9	20.3	3
12.15	20	3
11.25	19.75	3
10.8	19.6	3
10.4	19.55	3
10.65	19.35	3
10.3	19.15	3
10.95	19.1	3
10.6	18.85	3
10.05	18.1	3
10.35	16.9	3
10.05	15.9	3
11.15	18.1	3
12.1	18.75	3
13.2	19.2	3
11.5	17.1	3
12.65	17.65	3
14.45	18.35	4
13.9	16.7	3
12.6	15.8	3
15.95	20.75	4
16.95	21.6	4
17.9	21.95	4
19	22.7	4
20.45	22.75	4
19.1	21.7	4
20.4	21.4	4
21.95	21.9	4
18.65	20.7	4
17.75	20.55	4
17.05	19.85	4
15.75	19.45	4
15.75	18.25	4
16.35	16.9	4
17.2	15.9	4
17.9	17	4
17.3	17.75	4
17	18.9	4
17.8	18.65	4
17.85	19.5	4
18.5	19.9	4
19.1	19.95	4
19.55	20.55	4
20.1	19.9	4
19.55	19.3	4
18.95	19.3	4
18.55	19.2	4
18.45	18.85	4
18.85	18.9	4
19.2	18.8	4
18.75	18.55	4
18.3	18.1	4
19.1	17.8	4
19	16.75	4
18.75	15.5	4
19.65	18.2	4
20.1	18.95	4
21.25	20.4	4
21.45	19	4
20.9	17.9	4
20.25	17.2	4
20.1	15.4	4
21.4	15.95	4
22.2	17.15	4
10.05050505050505	9.7088721640211197
10.181818181818182	10.33608531424537
10.313131313131313	10.741626226275256
10.444444444444445	11.060804110110157
10.575757575757576	11.329394550421529
10.707070707070708	11.563348998070611
10.838383838383839	11.771452854258065
10.969696969696971	11.959164997753627
11.1010101010101	12.130156189006346
11.232323232323232	12.287036929258438
11.363636363636363	12.431742925123068
11.494949494949495	12.565756715908307
11.626262626262626	12.690243370436107
11.757575757575758	12.806137810450323
11.888888888888889	12.914203323068564
12.020202020202021	13.015072103909453
12.151515151515152	13.109274153418369
12.282828282828284	13.197258374153551
12.414141414141415	13.27940829717631
12.545454545454547	13.356054018440343
12.676767676767678	13.427481402816792
12.808080808080808	13.493939280419387
12.939393939393939	13.555645142347412
13.070707070707071	13.612789697458611
13.202020202020202	13.66554055239653
13.333333333333334	13.714045207910317
13.464646464646465	13.758433515504592
13.595959595959595	13.798819703200159
13.727272727272727	13.835304053444435
13.858585858585858	13.867974297156859
13.98989898989899	13.896906773606469
14.121212121212121	13.922167394968959
14.252525252525253	13.94381244606706
14.383838383838384	13.96188924329928
14.515151515151516	13.976436671629624
14.646464646464647	13.987485614395357
14.777777777777779	13.995059287330893
14.90909090909091	13.99917348540637
15.040404040404042	13.999836748686803
15.171717171717173	13.997050451309999
15.303030303030305	13.990808815757759
15.434343434343436	13.981098852767605
15.565656565656568	13.967900225420154
15.696969696969697	13.95118503406063
15.828282828282829	13.930917516687112
15.95959595959596	13.907053657168129
16.090909090909093	13.879540691025323
16.222222222222221	13.84831649539365
16.353535353535356	13.813308845973829
16.484848484848484	13.774434519086334
16.616161616161616	13.731598211011356
16.747474747474747	13.684691239232109
16.878787878787879	13.633589980406093
17.01010101010101	13.578153987055362
17.141414141414142	13.518223707935622
17.272727272727273	13.453617714151232
17.404040404040405	13.384129301895786
17.535353535353536	13.309522299602396
17.666666666666668	13.229525846816506
17.797979797979799	13.143827825826856
7.929292929292931	13.052066501724081
18.060606060606062	12.953819740678808
18.19191919191919	12.848590894373933
18.323232323232325	12.735790000230725
18.454545454545453	12.6147082458311
18.585858585858588	12.484482487002087
18.717171717171716	12.344044620673994
18.848484848484851	12.192047050245741
18.979797979797979	12.026748757329541
19.111111111111114	11.845832994414595
19.242424242424242	11.646098363117119
19.373737373737377	11.422895248576147
19.505050505050505	11.168990536388803
19.636363636363637	10.871932752906726
19.767676767676768	10.506405735170709
19.8989898989899	9.9999489834961253
10.05050505050505	8.2911278359788803
10.181818181818182 	7.6639146857546301
10.313131313131313 	7.2583737737247436
10.444444444444445 	6.9391958898898434
10.575757575757576 	6.6706054495784706
10.707070707070708 	6.4366510019293894
10.838383838383839	6.2285471457419357
10.969696969696971	6.0408350022463733
11.1010101010101	5.8698438109936539
11.232323232323232	5.7129630707415622
11.363636363636363	5.5682570748769322
11.494949494949495	5.4342432840916928
11.626262626262626	5.3097566295638918
11.757575757575758	5.1938621895496766
11.888888888888889	5.0857966769314356
12.020202020202021	4.9849278960905465
12.151515151515152	4.8907258465816303
12.282828282828284	4.8027416258464495
12.414141414141415	4.7205917028236906
12.545454545454547	4.643945981559658
12.676767676767678	4.5725185971832083
12.808080808080808	4.5060607195806135
12.939393939393939	4.4443548576525878
13.070707070707071	4.3872103025413889
13.202020202020202	4.3344594476034697
13.333333333333334	4.285954792089683
13.464646464646465	4.2415664844954071
13.595959595959595	4.2011802967998415
13.727272727272727	4.1646959465555637
13.858585858585858	4.1320257028431406
13.98989898989899	4.1030932263935309
14.121212121212121	4.0778326050310421
14.252525252525253	4.0561875539329408
14.383838383838384	4.0381107567007195
14.515151515151516	4.0235633283703764
14.646464646464647	4.0125143856046428
14.777777777777779	4.0049407126691063
14.90909090909091	4.000826514593629
15.040404040404042	4.0001632513131966
15.171717171717173	4.002949548690002
15.303030303030305	4.0091911842422414
15.434343434343436	4.0189011472323948
15.565656565656568	4.0320997745798461
15.696969696969697	4.0488149659393695
15.828282828282829	4.0690824833128882
15.95959595959596	4.0929463428318709
16.090909090909093	4.1204593089746764
16.222222222222221	4.1516835046063489
16.353535353535356	4.1866911540261711
16.484848484848484	4.2255654809136649
16.616161616161616	4.2684017889886432
16.747474747474747	4.3153087607678913
16.878787878787879	4.3664100195939062
17.01010101010101	4.4218460129446386
17.141414141414142	4.4817762920643771
17.272727272727273	4.5463822858487672
17.404040404040405	4.6158706981042128
17.535353535353536	4.6904777003976035
17.666666666666668	4.7704741531834944
17.797979797979799	4.8561721741731443
17.929292929292931	4.9479334982759182
18.060606060606062	5.0461802593211917
18.19191919191919	5.1514091056260671
18.323232323232325	5.2642099997692746
18.454545454545453	5.3852917541689003
18.585858585858588	5.5155175129979135
18.717171717171716	5.6559553793260058
18.848484848484851	5.8079529497542595
18.979797979797979	5.9732512426704591
19.111111111111114	6.1541670055854052
19.242424242424242	6.3539016368828811
19.373737373737377	6.5771047514238532
19.505050505050505	6.8310094636111973
19.636363636363637	7.1280672470932736
19.767676767676768	7.4935942648292917
19.8989898989899	8.0000510165038747
15.0645	9.82143
15.6998	9.82130
15.4615	9.50255
14.9057	9.50255
15.0645	9.48367
14.9057	9.11990
14.5881	8.92857
